Price,Close,High,Low,Open,Volume
Ticker,IREN,IREN,IREN,IREN,IREN
Date,,,,,
2026-07-27,36.290000915527344,38.499000549316406,34.880001068115234,37.59000015258789,34868100
2026-07-28,33.93000030517578,35.09000015258789,32.540000915527344,35.01499938964844,47608800
2026-07-29,29.309999465942383,34.2400016784668,28.93000030517578,34.07500076293945,71021400
2026-07-30,38.2599983215332,38.334999084472656,32.31999969482422,32.505001068115234,72983600
2026-07-31,36.79999923706055,40.814998626708984,35.15999984741211,40.814998626708984,65451200
2026-08-03,39.75,40.209999084472656,35.459999084472656,36.52000045776367,43898300
2026-08-04,40.849998474121094,42.2400016784668,39.20000076293945,39.220001220703125,41251300
2026-08-05,38.88999938964844,41.15999984741211,38.88999938964844,40.04999923706055,34371000
2026-08-06,37.93000030517578,40.470001220703125,37.08000183105469,37.255001068115234,31457000
2026-08-07,41.22999954223633,41.29999923706055,37.29999923706055,39.470001220703125,32417500
2026-08-10,38.7400016784668,41.310001373291016,38.689998626708984,41.279998779296875,33395800
2026-08-11,39.75,40.95600128173828,39.349998474121094,40.20000076293945,42117200
2026-08-12,43.66999816894531,44.66999816894531,42.060001373291016,43.584999084472656,48616700
2026-08-13,44.7599983215332,49.185001373291016,43.9900016784668,45.97999954223633,87993100
2026-08-14,44.060001373291016,46.43000030517578,43.689998626708984,44.09000015258789,42034100
2026-08-17,44.900001525878906,46.59000015258789,43.8650016784668,45.22999954223633,40135200
2026-08-18,42.0,45.279998779296875,41.58000183105469,43.560001373291016,43221900
2026-08-19,42.84000015258789,43.4900016784668,39.47999954223633,41.415000915527344,44038400
2026-08-20,42.599998474121094,43.58000183105469,41.111000061035156,42.459999084472656,44995400
2026-08-21,41.880001068115234,45.93000030517578,40.86000061035156,44.0,49894700
2026-08-24,39.810001373291016,41.27000045776367,39.599998474121094,40.849998474121094,33260300
2026-08-25,42.209999084472656,42.404998779296875,40.029998779296875,40.165000915527344,32507000
2026-08-26,39.65999984741211,41.56999969482422,39.5099983215332,41.23500061035156,27716567
